fid,mylevel,plz_name,plz_code,krs_code,lan_name,lan_code,krs_name,ZIP_3,CatchArea,ClassArea,Percentage,Joined lay,ZIP3_ID,CatchArea3,ClassArea3
30709,6,Teunz,"92552","09376",Bayern,"09",Landkreis Schwandorf,"925",30649397.8364118,41721.5620765137,0.136125226013243,"925",847,670464561.8,561367.497799678
30710,6,Eilenburg u.a.,"04838","14730",Sachsen,"14",Landkreis Nordsachsen,"048",274375621.490809,256846.612046986,0.093611309434643,"048",858,1607867724,3143241.337859
30711,6,"Ahrenshagen-Daskow, Trinwillershagen u.a.","18320","13073",Mecklenburg-Vorpommern,"13",Landkreis Vorpommern-Rügen,"183",114390599.532392,71299.2669063108,0.062329655756478,"183",697,749967403.1,3065219.93170029
30712,6,Röbel/Müritz,"17207","13071",Mecklenburg-Vorpommern,"13",Landkreis Mecklenburgische Seenplatte,"172",121432274.769442,338589.277039899,0.278829724373329,"172",719,1301359800,12587657.4287962
30713,6,Johanniskirchen,"84381","09277",Bayern,"09",Landkreis Rottal-Inn,"843",40513173.1436775,564767.3494083,1.39403385512507,"843",83,953934042.1,1059306.74363424
30714,6,Schlieben,"04936","12062",Brandenburg,"12",Landkreis Elbe-Elster,"049",199092454.760506,1819757.98553375,0.914026595193066,"049",857,1077933856,8003629.67904644
30715,6,Schwanewede,"28790","03356",Niedersachsen,"03",Landkreis Osterholz,"287",132195882.302749,67061.1113953236,0.050728593226333,"287",896,199620132.6,343497.592359793
30716,6,Wagenfeld,"49419","03251",Niedersachsen,"03",Landkreis Diepholz,"494",117578815.918805,275966.771991108,0.23470790195887,"494",645,1167426974,275966.771991108
30717,6,Griesheim,"64347","06432",Hessen,"06",Landkreis Darmstadt-Dieburg,"643",22880988.4161936,100566.89762529,0.439521649135206,"643",1035,282124107.1,400575.679630799
30718,6,Bretten,"75015","08215",Baden-Württemberg,"08",Landkreis Karlsruhe,"750",71096328.8782961,280535.149251232,0.394584577962467,"750",1131,305683829.8,280535.149251232
30719,6,Diemelsee,"34519","06635",Hessen,"06",Landkreis Waldeck-Frankenberg,"345",121400503.696739,654441.94032688,0.539076791610099,"345",408,201842233.1,4902534.99076193
30720,6,Lichtenfels,"35104","06635",Hessen,"06",Landkreis Waldeck-Frankenberg,"351",96634677.7097244,6377602.22179192,6.59970351528387,"351",585,96688002.27,6377602.22179192
30721,6,Haigerloch,"72401","08417",Baden-Württemberg,"08",Landkreis Zollernalbkreis,"724",76405629.285942,370315.581685269,0.484670547374713,"724",72,592682750,7078355.94061628
30722,6,Rabenau,"35466","06531",Hessen,"06",Landkreis Gießen,"354",43393930.9397985,2754659.08845371,6.34802846572097,"354",576,596362042,5334013.86571272
30723,6,Hildrizhausen,"71157","08115",Baden-Württemberg,"08",Landkreis Böblingen,"711",12213156.6800075,327153.22513105,2.67869506387802,"711",126,137120292.2,770571.692134602
30724,6,Albstadt,"72461","08417",Baden-Württemberg,"08",Landkreis Zollernalbkreis,"724",54272288.4878926,428625.287951337,0.789768222224419,"724",72,592682750,7078355.94061628
30725,6,Blomberg,"32825","05766",Nordrhein-Westfalen,"05",Kreis Lippe,"328",98742658.4631218,430327.266506147,0.435806847014216,"328",646,324677558.7,1236905.75433647
30726,6,Bückeburg,"31675","03257",Niedersachsen,"03",Landkreis Schaumburg,"316",69714766.8406604,598503.572117363,0.858503297422336,"316",675,208957226.2,2504252.1464715
30727,6,Willebadessen,"34439","05762",Nordrhein-Westfalen,"05",Kreis Höxter,"344",128411939.150456,491622.034561427,0.38284760577084,"344",409,1246603268,9791944.87961211
30728,6,Langwedel,"27299","03361",Niedersachsen,"03",Landkreis Verden,"272",76397048.2990155,59062.4051044825,0.077309799814928,"272",927,148265997.7,59062.4051044825
30729,6,Sigmaringen,"72488","08437",Baden-Württemberg,"08",Landkreis Sigmaringen,"724",92822250.1321695,3667995.46893902,3.95163386334221,"724",72,592682750,7078355.94061628
30730,6,Owingen,"88696","08435",Baden-Württemberg,"08",Landkreis Bodenseekreis,"886",36720350.3897452,481753.319057931,1.31195185760665,"886",1064,622752909.8,3980825.97995071
30731,6,Stuttgart,"70378","08111",Baden-Württemberg,"08",Stadtkreis Stuttgart,"703",9190243.95090092,293937.252310546,3.19836180498486,"703",10,48129336.56,293937.252310546
30732,6,Schrecksbach,"34637","06634",Hessen,"06",Landkreis Schwalm-Eder-Kreis,"346",36567374.1403063,227.152837344125,0.000621189906808,"346",406,520123732.4,5415043.12217899
30733,6,Lautertal,"36369","06535",Hessen,"06",Landkreis Vogelsbergkreis,"363",52662819.7607245,2598197.19483424,4.93364617891569,"363",559,1271855234,23552473.2519636
30734,6,Harsefeld,"21698","03359",Niedersachsen,"03",Landkreis Stade,"216",103465933.843984,381823.733546347,0.369033284058596,"216",528,463014898.6,804198.410505324
30735,6,Sarstedt,"31157","03254",Niedersachsen,"03",Landkreis Hildesheim,"311",43082591.838972,755128.142442828,1.75274539021524,"311",662,792510488.3,1136437.88456499
30736,6,Borstel-Hohenraden,"25494","01056",Schleswig-Holstein,"01",Kreis Pinneberg,"254",14968111.272213,39522.6004880319,0.264045341254258,"254",848,361532416.2,889479.353377488
30737,6,Kißlegg,"88353","08436",Baden-Württemberg,"08",Landkreis Ravensburg,"883",92447709.5819827,946019.644169005,1.02330241435573,"883",1074,579830502.6,8001769.94148064
30738,6,Meißner,"37290","06636",Hessen,"06",Landkreis Werra-Meißner-Kreis,"372",44648896.3932271,79180.0468620583,0.177339314648927,"372",636,875893325.1,9484663.69490337
30739,6,Bordesholm,"24582","01058",Schleswig-Holstein,"01",Kreis Rendsburg-Eckernförde,"245",60010226.2958754,12791.7568444777,0.021315961685279,"245",543,115041034.1,19704.8855660129
30740,6,Steinheim am Albuch,"89555","08135",Baden-Württemberg,"08",Landkreis Heidenheim,"895",75867921.4696885,887495.492118859,1.16979017604092,"895",320,583574702.3,4776644.19925101
30741,6,Bockenem,"31167","03254",Niedersachsen,"03",Landkreis Hildesheim,"311",110626272.213013,84585.9015358817,0.076460952578254,"311",662,792510488.3,1136437.88456499
30742,6,Gerstungen,"99834","16063",Thüringen,"16",Landkreis Wartburgkreis,"998",77480834.0134116,947128.356498266,1.22240340925386,"998",1169,1405822119,6175079.78089803
30743,6,Hamburg,"22115","02000",Hamburg,"02",Kreisfreie Stadt Hamburg,"221",3517922.73127082,9190.61172319204,0.261251096890124,"221",403,21259127.1,9190.61172319204
30744,6,Creuzburg,"99831","16063",Thüringen,"16",Landkreis Wartburgkreis,"998",36115173.8040759,541549.898259671,1.49950793867854,"998",1169,1405822119,6175079.78089803
30745,6,Schönkirchen,"24232","01057",Schleswig-Holstein,"01",Kreis Plön,"242",37792347.8515736,253992.700915731,0.67207441546968,"242",550,530322673.3,253992.700915731
30746,6,Deutsch Evern,"21407","03355",Niedersachsen,"03",Landkreis Lüneburg,"214",11303413.9534106,8180.01563875005,0.072367655227577,"214",471,84847736.58,1316413.8919294
30747,6,Scheyern,"85298","09186",Bayern,"09",Landkreis Pfaffenhofen a.d. Ilm,"852",38324443.3839686,82156.9923897907,0.21437230429329,"852",1004,876345930.5,2169476.79572941
30748,6,Steinwiesen,"96349","09476",Bayern,"09",Landkreis Kronach,"963",62214925.6108162,497867.480672996,0.800238006852878,"963",56,583080702.9,8615690.46903613
30749,6,"Klostermansfeld, Benndorf","06308","15087",Sachsen-Anhalt,"15",Landkreis Mansfeld-Südharz,"063",14679498.0480729,37401.6933000013,0.254788639076875,"063",688,403435710.4,8341420.48866301
30750,6,Großmehring,"85098","09176",Bayern,"09",Landkreis Eichstätt,"850",47465105.9702558,370641.945530258,0.780872470320666,"850",1009,378540890.6,1288625.49963541
30751,6,Magdeburg,"39110","15003",Sachsen-Anhalt,"15",Kreisfreie Stadt Magdeburg,"391",13836549.7461874,654699.256799338,4.73166554385956,"391",713,529459072.9,5149816.01873396
30752,6,Reichersbeuern,"83677","09173",Bayern,"09",Landkreis Bad Tölz-Wolfratshausen,"836",22929706.5798279,719441.505571316,3.13759577806476,"836",129,1039103191,21733642.5961294
30753,6,Sparneck,"95234","09475",Bayern,"09",Landkreis Hof,"952",16367926.9432104,1088206.93116303,6.64841024119081,"952",92,231881669.7,2421469.13761042
30754,6,Hörgertshausen,"85413","09178",Bayern,"09",Landkreis Freising,"854",21421720.2300526,302900.331685807,1.41398696478571,"854",1060,726089648.6,2216711.40643221
30755,6,"Legde/Quitzöbel, Bad Wilsnack","19336","12070",Brandenburg,"12",Landkreis Prignitz,"193",121720791.502198,213421.437287964,0.175336879307189,"193",764,323610518.8,213421.437287964
30756,6,Mönchsdeggingen,"86751","09779",Bayern,"09",Landkreis Donau-Ries,"867",32040302.3127523,469134.603839839,1.46420155234653,"867",982,514494196.5,5336311.40769296
30757,6,Ettringen,"86833","09778",Bayern,"09",Landkreis Unterallgäu,"868",41403515.0507258,1345857.57312901,3.25058771333815,"868",981,755499929.6,14855846.5984189
30758,6,"Luisenthal, Ohrdruf, Wolfis","99885","16067",Thüringen,"16",Landkreis Gotha,"998",101413662.648903,371308.481699227,0.366132601861259,"998",1169,1405822119,6175079.78089803
30759,6,Mertingen,"86690","09779",Bayern,"09",Landkreis Donau-Ries,"866",38413867.4805627,819984.428086166,2.13460523989436,"866",988,1428545179,6465542.83819694
30760,6,Pleinfeld,"91785","09577",Bayern,"09",Landkreis Weißenburg-Gunzenhausen,"917",71419423.1641133,280252.256857111,0.39240341694321,"917",878,1212171070,9491305.79372937
30761,6,Pappenheim,"91788","09577",Bayern,"09",Landkreis Weißenburg-Gunzenhausen,"917",64509809.8894736,292892.148178087,0.45402730015777,"917",878,1212171070,9491305.79372937
30762,6,Hagenow u.a.,"19230","13076",Mecklenburg-Vorpommern,"13",Landkreis Ludwigslust-Parchim,"192",406954242.267374,4502277.18089242,1.10633499132671,"192",765,2261844508,13841477.2631521
30763,6,Wriezen,"16269","12064",Brandenburg,"12",Landkreis Märkisch-Oderland,"162",129767432.361276,366492.059098964,0.282422216753615,"162",888,1644818536,5281622.6694525
30764,6,"Neutrebbin, Neuhardenberg","15320","12064",Brandenburg,"12",Landkreis Märkisch-Oderland,"153",115112010.209886,538832.537104159,0.468094107749223,"153",914,1263930024,2868051.1474207
30765,6,"Guben, Schenkendöbern","03172","12071",Brandenburg,"12",Landkreis Spree-Neiße,"031",270627108.085489,12066867.0454137,4.45885378252717,"031",906,1348175343,47544435.6412572
30766,6,Lauchhammer,"01979","12066",Brandenburg,"12",Landkreis Oberspreewald-Lausitz,"019",89555672.1845374,9754716.20008999,10.8923488173809,"019",853,1224048927,44618644.6616356
30767,6,Baesweiler,"52499","05334",Nordrhein-Westfalen,"05",Kreis Städteregion Aachen,"524",27696727.8885737,267735.768949138,0.966669312079975,"524",1095,363950820.5,2125256.59601708
30768,6,Kall,"53925","05366",Nordrhein-Westfalen,"05",Kreis Euskirchen,"539",65937240.6613379,1498494.22117685,2.27260680936484,"539",330,815399655.4,16508896.4928525
30769,6,Völklingen,"66333","10041",Saarland,"10",Landkreis Regionalverband Saarbrücken,"663",67035501.0586702,538848.073323675,0.803824935763619,"663",257,123953387.9,868811.982272598
30770,6,"Uelsen, Halle, Gölenkamp, Getelo","49843","03456",Niedersachsen,"03",Landkreis Grafschaft Bentheim,"498",81764008.8684146,569462.348247714,0.69647067961671,"498",638,1050026307,4260400.95454564
30771,6,Emkendorf,"24802","01058",Schleswig-Holstein,"01",Kreis Rendsburg-Eckernförde,"248",63947481.5486652,658271.226969127,1.02939351328194,"248",531,1148390467,3874302.18495529
30772,6,Winsen (Aller),"29308","03351",Niedersachsen,"03",Landkreis Celle,"293",149816348.122967,458718.120198043,0.306186958863484,"293",727,2146506188,39002351.7449629
30773,6,Schondra,"97795","09672",Bayern,"09",Landkreis Bad Kissingen,"977",51169475.8814207,334904.886683351,0.654501303588597,"977",1079,1591016305,9042806.5862392
30774,6,Hemdingen,"25485","01056",Schleswig-Holstein,"01",Kreis Pinneberg,"254",32704653.307059,50978.2874503881,0.155874722082392,"254",848,361532416.2,889479.353377488
30775,6,Kaltenkirchen,"24568","01060",Schleswig-Holstein,"01",Kreis Segeberg,"245",65895771.8629761,952262.350141398,1.44510387118848,"245",540,117889349.6,952262.350141398
30776,6,Geisa,"36419","16063",Thüringen,"16",Landkreis Wartburgkreis,"364",124842424.940978,2602504.6655638,2.0846316200556,"364",558,568703479.2,3982426.34548661
30777,6,Bühlertann,"74424","08127",Baden-Württemberg,"08",Landkreis Schwäbisch Hall,"744",23571640.5056449,122236.689077473,0.518575230469005,"744",970,301640030.1,156774.092659849
30778,6,Rosenberg,"73494","08136",Baden-Württemberg,"08",Landkreis Ostalbkreis,"734",41023053.7684194,496313.936181562,1.20984151736563,"734",1042,1052339123,12409755.8647879
30779,6,Oberelsbach,"97656","09673",Bayern,"09",Landkreis Rhön-Grabfeld,"976",67680911.0578424,1415.25207342487,0.002091065340736,"976",1082,456157496,226509.147642182
30780,6,Altenstadt,"89281","09775",Bayern,"09",Landkreis Neu-Ulm,"892",31454760.9046128,580556.596501298,1.84568752012405,"892",327,515817965.4,5051138.17913072
30781,6,Rainau,"73492","08136",Baden-Württemberg,"08",Landkreis Ostalbkreis,"734",25426794.5444799,754139.844435146,2.96592574072169,"734",1042,1052339123,12409755.8647879
30782,6,Rickling,"24635","01060",Schleswig-Holstein,"01",Kreis Segeberg,"246",53748727.8770901,128868.943271248,0.239761848068179,"246",539,222927821.6,414660.127884729
30783,6,Pleß,"87773","09778",Bayern,"09",Landkreis Unterallgäu,"877",15399648.0881131,8199.3927666666,0.053244026874846,"877",1165,1027935119,11588209.389357
30784,6,Winterrieden,"87785","09778",Bayern,"09",Landkreis Unterallgäu,"877",9811148.96987988,540.358927209163,0.005507600882099,"877",1165,1027935119,11588209.389357
30785,6,Feuchtwangen,"91555","09571",Bayern,"09",Landkreis Ansbach,"915",137219285.998852,555279.83329844,0.404666027269,"915",889,991485496.9,4336984.16658937
30786,6,Ziertheim,"89446","09773",Bayern,"09",Landkreis Dillingen a.d. Donau,"894",20873288.9709831,426509.747217457,2.04332794803142,"894",323,511325048.9,956833.780884473
30787,6,Bienenbüttel,"29553","03360",Niedersachsen,"03",Landkreis Uelzen,"295",99415421.6806914,10702.6886555701,0.010765622148589,"295",725,1376430241,13427619.4160862
30788,6,Bad Langensalza,"99947","16064",Thüringen,"16",Landkreis Unstrut-Hainich-Kreis,"999",250329941.019817,789980.898022635,0.315575873506915,"999",1168,964238679,1670373.34198326
30789,6,Ribbesbüttel,"38551","03151",Niedersachsen,"03",Landkreis Gifhorn,"385",24597821.5272802,479774.317708909,1.9504748303699,"385",613,570551549.8,1101705.82251438
30790,6,Hohenahr,"35644","06532",Hessen,"06",Landkreis Lahn-Dill-Kreis,"356",45323665.2850744,818401.391599085,1.80568227757298,"356",571,400409046.1,2667201.92965261
30791,6,Gladenbach,"35075","06534",Hessen,"06",Landkreis Marburg-Biedenkopf,"350",73269183.7849264,409925.181512746,0.559478296791235,"350",586,528333114,2104485.53795675
30792,6,Dauchingen,"78083","08326",Baden-Württemberg,"08",Landkreis Schwarzwald-Baar-Kreis,"780",10044180.2895626,142642.311523177,1.42014885646173,"780",275,160732063.2,598650.279820815
30793,6,Darmstadt,"64295","06411",Hessen,"06",Kreisfreie Stadt Darmstadt,"642",14104590.7121497,452946.040504305,3.21133771087832,"642",1037,120890502.2,462987.591684056
30794,6,Haiterbach,"72221","08235",Baden-Württemberg,"08",Landkreis Calw,"722",28934936.1972136,235440.823158088,0.813690486660762,"722",76,776859689.9,34762650.3379567
30795,6,Durchhausen,"78591","08327",Baden-Württemberg,"08",Landkreis Tuttlingen,"785",8987271.80227854,872529.365915165,9.70850092342764,"785",265,454688566.6,2349997.58318899
30796,6,Rohrdorf,"72229","08235",Baden-Württemberg,"08",Landkreis Calw,"722",3915697.06998714,61207.5738007561,1.56313352914599,"722",76,776859689.9,34762650.3379567
30797,6,Warburg,"34414","05762",Nordrhein-Westfalen,"05",Kreis Höxter,"344",168797455.349111,291208.019332075,0.172519199848002,"344",409,1246603268,9791944.87961211
30798,6,Bodman-Ludwigshafen,"78351","08335",Baden-Württemberg,"08",Landkreis Konstanz,"783",27956411.0616377,115863.296238166,0.414442669277945,"783",267,145948580.3,115863.296238166
30799,6,Ulrichstein,"35327","06535",Hessen,"06",Landkreis Vogelsbergkreis,"353",66082429.3653866,3317580.68124326,5.02036730959074,"353",578,480660241.7,8999202.88485868
30800,6,Miltenberg,"63897","09676",Bayern,"09",Landkreis Miltenberg,"638",60238555.7169151,339562.500616667,0.563696284838577,"638",1155,60302266.72,339562.500616667
30801,6,Borgentreich,"34434","05762",Nordrhein-Westfalen,"05",Kreis Höxter,"344",138911479.111955,109200.701422663,0.078611718859212,"344",409,1246603268,9791944.87961211
30802,6,Ludwigsburg,"71642","08118",Baden-Württemberg,"08",Landkreis Ludwigsburg,"716",20403114.0604752,247779.893935879,1.2144219416774,"716",116,95145725.24,397641.960699273
30803,6,Mespelbrunn,"63875","09671",Bayern,"09",Landkreis Aschaffenburg,"638",15986526.5217897,66.5427506640553,0.000416242706465,"638",1156,595569013,821753.226571898
30804,6,Ostrach,"88356","08437",Baden-Württemberg,"08",Landkreis Sigmaringen,"883",109384205.562879,3739068.1974098,3.41828893684328,"883",1074,579830502.6,8001769.94148064
30805,6,"Silberstedt, Schwittschau","24887","01059",Schleswig-Holstein,"01",Kreis Schleswig-Flensburg,"248",37984230.4287959,5455.248179527,0.014361876278508,"248",531,1148390467,3874302.18495529
30806,6,Külsheim,"97900","08128",Baden-Württemberg,"08",Landkreis Main-Tauber-Kreis,"979",81438562.1198027,88533.2107094713,0.108711657481417,"979",1072,1077349763,6261018.60100009
30807,6,Durmersheim,"76448","08216",Baden-Württemberg,"08",Landkreis Rastatt,"764",25939346.0223172,281194.219063119,1.08404513676324,"764",1045,199945172.4,281194.219063119
30808,6,Bräunlingen,"78199","08326",Baden-Württemberg,"08",Landkreis Schwarzwald-Baar-Kreis,"781",62253146.6113307,39468.2918838345,0.063399673803237,"781",273,791538391.4,4321579.92763247
30809,6,Dudenhofen,"67373","07338",Rheinland-Pfalz,"07",Landkreis Rhein-Pfalz-Kreis,"673",12958620.7742316,188575.473979346,1.45521253584588,"673",463,175319714.7,875410.157504524
30810,6,Lampertheim,"68623","06431",Hessen,"06",Landkreis Bergstraße,"686",72935661.2993224,44097.7580542713,0.060461175327248,"686",388,166652492.9,44097.7580542713
30811,6,Stockstadt am Rhein,"64589","06433",Hessen,"06",Landkreis Groß-Gerau,"645",23729462.5161776,3899152.3203648,16.4316925328863,"645",1101,293614397.1,4874645.15468412
30812,6,Malsfeld,"34323","06634",Hessen,"06",Landkreis Schwalm-Eder-Kreis,"343",34432911.1804942,268276.467240379,0.779128043615304,"343",413,82833300.25,268276.467240379
30813,6,Pfedelbach,"74629","08126",Baden-Württemberg,"08",Landkreis Hohenlohekreis,"746",41266255.8346854,92520.754957445,0.224204384638353,"746",968,604335217.5,1437351.01942371
30814,6,Lohfelden,"34253","06633",Hessen,"06",Landkreis Kassel,"342",16381221.5180141,698.311403268017,0.00426287748139,"342",419,249927623.8,1501515.57479481
30815,6,Hohenwestedt,"24594","01058",Schleswig-Holstein,"01",Kreis Rendsburg-Eckernförde,"245",99803872.9735386,11973.4475557152,0.011996976869715,"245",542,99863623.73,11973.4475557152
30816,6,Todtnau,"79674","08336",Baden-Württemberg,"08",Landkreis Lörrach,"796",74253909.3640496,515667.394168321,0.694464976436626,"796",492,525810904.9,3064318.39240531
30817,6,Murg,"79730","08337",Baden-Württemberg,"08",Landkreis Waldshut,"797",20927016.367039,1378950.54737655,6.58933181487097,"797",488,592026533.2,4852896.39996289
30818,6,Schluchsee,"79859","08315",Baden-Württemberg,"08",Landkreis Breisgau-Hochschwarzwald,"798",68377457.6081327,2024735.42312087,2.96111539379617,"798",482,838288975.7,9173095.491928
30819,6,Raubach,"56316","07138",Rheinland-Pfalz,"07",Landkreis Neuwied,"563",11654369.1255181,696723.054775909,5.97821338308551,"563",356,45361663.24,697054.265309189
30820,6,Altena,"58762","05962",Nordrhein-Westfalen,"05",Kreis Märkischer Kreis,"587",44422585.9372297,2871250.13784508,6.46349166143148,"587",102,106906453.4,8383284.05506117
30821,6,Münster,"48167","05515",Nordrhein-Westfalen,"05",Kreisfreie Stadt Münster,"481",26935261.1180621,2633.66991938837,0.009777777567645,"481",206,303424830.6,298452.058273159
30822,6,Sendenhorst,"48324","05570",Nordrhein-Westfalen,"05",Kreis Warendorf,"483",96931945.3390224,454473.493298995,0.468858322929,"483",201,272779635.9,1229712.27628975
30823,6,Dortmund,"44137","05913",Nordrhein-Westfalen,"05",Kreisfreie Stadt Dortmund,"441",3283044.42801813,4518.77363652363,0.137639734569522,"441",340,50623793.66,575843.281108698
30824,6,"Lünne, Schapen, Spelle","48480","03454",Niedersachsen,"03",Landkreis Emsland,"484",90638257.5222468,3514.85201506317,0.003877890099774,"484",197,831503243.9,3468181.31329629
30825,6,Halle/ Saale,"06128","15002",Sachsen-Anhalt,"15",Kreisfreie Stadt Halle (Saale),"061",7492848.14212706,818980.814602693,10.9301669948192,"061",692,744949250.6,14433220.0495757
30826,6,Döhlau,"95182","09475",Bayern,"09",Landkreis Hof,"951",15273840.6350159,90679.7074699644,0.593692900409588,"951",93,924750891.8,16314219.2650993
30827,6,Rottenburg a.d. Laaber,"84056","09274",Bayern,"09",Landkreis Landshut,"840",90163897.247045,56707.8942266181,0.062894235894929,"840",49,908333420.3,7829928.51490726
30828,6,Brannenburg,"83098","09187",Bayern,"09",Landkreis Rosenheim,"830",33716355.6589134,1612132.09904031,4.78145418606095,"830",87,483716395.5,10486870.5369349
30829,6,Rosenbach,"08548","14523",Sachsen,"14",Landkreis Vogtlandkreis,"085",15507782.2725943,164772.812283004,1.06251693109075,"085",730,367786557.5,4894852.72310083
30830,6,Wernberg-Köblitz,"92533","09376",Bayern,"09",Landkreis Schwandorf,"925",66201984.0968743,213802.679998653,0.322955094043394,"925",847,670464561.8,561367.497799678
30831,6,"Pegau, Elstertrebnitz","04523","14729",Sachsen,"14",Landkreis Leipzig,"045",60574772.1201548,1822470.08837547,3.00862888061792,"045",862,376137722.1,10740528.2248307
30832,6,Konnersreuth,"95692","09377",Bayern,"09",Landkreis Tirschenreuth,"956",23430442.3649093,554657.75569945,2.36725259839795,"956",143,891938887.2,9716227.2203595
30833,6,Sandersdorf-Brehna,"06792","15082",Sachsen-Anhalt,"15",Landkreis Anhalt-Bitterfeld,"067",24169483.7840959,469031.433943071,1.94059351094501,"067",674,665694623.6,16347640.3584839
30834,6,Waldthurn,"92727","09374",Bayern,"09",Landkreis Neustadt a.d. Waldnaab,"927",30979990.7715536,8311.85836088425,0.026829763837491,"927",838,174975706.1,261158.129857862
30835,6,"Neukieritzsch, Deutzen","04575","14729",Sachsen,"14",Landkreis Leipzig,"045",54537197.7984245,805853.597964372,1.47762193602776,"045",862,376137722.1,10740528.2248307
30836,6,Traunstein,"83278","09189",Bayern,"09",Landkreis Traunstein,"832",48539414.1369999,1817877.42158722,3.74515731989751,"832",136,48598281.04,1817877.42158722
30837,6,Wonneberg,"83379","09189",Bayern,"09",Landkreis Traunstein,"833",18079816.7508235,307026.11647284,1.69817051082034,"833",133,929444815.5,16591592.838009
30838,6,Neukalen,"17154","13071",Mecklenburg-Vorpommern,"13",Landkreis Mecklenburgische Seenplatte,"171",47171988.8783577,827145.706186693,1.75346794963353,"171",722,2770496334,10291354.5325759
30839,6,Berlin Wannsee,"14109","11000",Berlin,"11",Kreisfreie Stadt Berlin,"141",25228744.7102857,398307.295605399,1.57878364611225,"141",778,98901427.2,398307.295605399
30840,6,Zwiesel,"94227","09276",Bayern,"09",Landkreis Regen,"942",149915998.180991,4607615.48482182,3.07346483412605,"942",27,937175342.8,20896839.6468259
30841,6,Großbeeren,"14979","12072",Brandenburg,"12",Landkreis Teltow-Fläming,"149",51709194.3214051,963586.545104589,1.86347236260402,"149",770,1457080007,66054388.0813598
30842,6,Eisleben,"06295","15087",Sachsen-Anhalt,"15",Landkreis Mansfeld-Südharz,"062",153872185.765127,519121.129303483,0.337371648243092,"062",691,188303250.4,519121.129303483
30843,6,Guttenberg,"95358","09477",Bayern,"09",Landkreis Kulmbach,"953",10611689.3005814,503855.667755735,4.74811930017713,"953",156,521323257.4,1380059.57348148
30844,6,Teutschenthal,"06179","15088",Sachsen-Anhalt,"15",Landkreis Saalekreis,"061",91509581.5687684,2531726.34951548,2.7666243316968,"061",692,744949250.6,14433220.0495757
30845,6,Trabitz,"92724","09374",Bayern,"09",Landkreis Neustadt a.d. Waldnaab,"927",26709384.0596061,142176.12687447,0.532307770771432,"927",836,26743923.26,142176.12687447
30846,6,Seeland,"06464","15089",Sachsen-Anhalt,"15",Landkreis Salzlandkreis,"064",12840274.9957305,317241.672812159,2.47067662427513,"064",687,938321618.4,9590750.14250273
30847,6,Blekendorf,"24327","01057",Schleswig-Holstein,"01",Kreis Plön,"243",60941215.6631376,540209.893815892,0.886444236363761,"243",547,329184724.8,1910130.73286059
30848,6,Seßlach,"96145","09473",Bayern,"09",Landkreis Coburg,"961",72541457.3647914,1265.51388188358,0.001744538816638,"961",58,1780838645,938617.612453408
30849,6,Veilsdorf,"98669","16069",Thüringen,"16",Landkreis Hildburghausen,"986",31093847.3154757,35814.7133171372,0.115182637110693,"986",1016,1386506296,2681667.93159797
30850,6,Arnstadt,"99338","16070",Thüringen,"16",Landkreis Ilm-Kreis,"993",41950625.1694109,252106.122465154,0.600959154832768,"993",1149,508025086.6,1071026.84757508
30851,6,Penzing,"86929","09181",Bayern,"09",Landkreis Landsberg am Lech,"869",33835344.7545774,1021676.80398991,3.01955488085191,"869",980,937669830.4,3662159.10245716
30852,6,Lautertal,"96486","09473",Bayern,"09",Landkreis Coburg,"964",30343392.0494227,337329.245085226,1.11170578601032,"964",89,407937152.1,1334986.81639355
30853,6,Berlin Altglienicke,"12524","11000",Berlin,"11",Kreisfreie Stadt Berlin,"125",8058578.12133637,55111.5225328989,0.683886433848453,"125",521,177334046.6,2069849.88225602
30854,6,Rüdersdorf,"15378","12064",Brandenburg,"12",Landkreis Märkisch-Oderland,"153",24197704.2626476,260310.01368178,1.07576326603679,"153",914,1263930024,2868051.1474207
30855,6,Cottbus,"03054","12052",Brandenburg,"12",Kreisfreie Stadt Cottbus,"030",20363683.8604343,10844.1232965812,0.053252266981275,"030",908,531357713.5,4093428.96950062
30856,6,Görlitz,"02827","14626",Sachsen,"14",Landkreis Görlitz,"028",37037204.8530473,198995.379274132,0.537285089584072,"028",767,376463387.5,1531658.56799848
30857,6,Gummersbach,"51645","05374",Nordrhein-Westfalen,"05",Kreis Oberbergischer Kreis,"516",26947077.157651,309780.455808097,1.14958833566906,"516",1139,148796588.6,2074611.55317059
30858,6,Übach-Palenberg,"52531","05370",Nordrhein-Westfalen,"05",Kreis Heinsberg,"525",26121222.0712563,399957.962706905,1.53116099092093,"525",1094,322728349,531689.236885966
30859,6,Dillingen/Saar,"66763","10044",Saarland,"10",Landkreis Saarlouis,"667",21819694.788332,180266.371540977,0.826163579691194,"667",304,315928067.2,3317699.09520285
30860,6,Köln,"50767","05315",Nordrhein-Westfalen,"05",Kreisfreie Stadt Köln,"507",5883749.97565034,162009.251350625,2.75350332731834,"507",957,83910433.49,318842.133521957
30861,6,Saarbrücken,"66128","10041",Saarland,"10",Landkreis Regionalverband Saarbrücken,"661",8529820.89653984,334309.783487047,3.91930601523721,"661",260,167537004.3,670397.440433955
30862,6,Mehlingen,"67678","07335",Rheinland-Pfalz,"07",Landkreis Kaiserslautern,"676",17863546.317007,1158096.84069439,6.48301753830271,"676",451,265957459.9,1455844.39891475
